record_id,craft,material,technique,size,labor_hours,raw_material_cost,packaging_cost,transport_cost,complexity,customization,region,actual_selling_price
SIH-03006,Blue Pottery,Ceramic,Glazing,Small,2.6,250,40,45,Low,Standard,West India,930
SIH-03007,Kondapalli Toys,Soft Wood,Hand Painting,Large,7.7,230,35,65,High,Light,South India,2180
SIH-03008,Sikki Craft,Sikki Grass,Hand Weaving,Small,3.7,90,15,30,Low,Standard,East India,760
SIH-03009,Blue Pottery,Ceramic,Glazing,Large,5.4,380,60,95,Medium,Moderate,West India,1830
SIH-03010,Channapatna,Wood,Lac Turning,Medium,5.1,80,35,55,Low,Standard,South India,1260
SIH-03011,Dhokra,Brass,Lost Wax Casting,Medium,23.7,950,180,325,Medium,Moderate,Central India,8370
SIH-03012,Banarasi,Silk,Handloom Weaving,Standard,115.1,4090,335,850,High,Light,North India,41120
SIH-03013,Dhokra,Brass,Lost Wax Casting,Small,9.9,1100,115,155,Low,Standard,Central India,3800
SIH-03014,Thanjavur Painting,Wood,Gold Leaf Work,Medium,44.8,2300,295,280,Medium,Standard,South India,17470
SIH-03015,Blue Pottery,Ceramic,Glazing,Medium,4.0,330,40,50,Low,Moderate,West India,1330
SIH-03016,Terracotta,Clay,Hand Moulding,Medium,4.8,200,40,65,Low,Standard,East India,1180
SIH-03017,Dhokra,Brass,Lost Wax Casting,Small,6.3,1310,100,125,Low,Standard,Central India,3280
SIH-03018,Blue Pottery,Ceramic,Glazing,Large,5.6,400,75,105,Medium,Standard,West India,1960
SIH-03019,Pipili Applique,Cotton,Applique,Large,16.7,600,50,60,High,Standard,East India,3470
SIH-03020,Banarasi,Silk,Handloom Weaving,Standard,141.7,5160,420,705,High,Moderate,North India,52130
SIH-03021,Kalamkari,Cotton,Block Printing,Medium,9.6,440,25,45,Low,Standard,South India,2380
SIH-03022,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,17.4,2080,220,240,Medium,Standard,Central India,7220
SIH-03023,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,16.4,850,135,200,Medium,Moderate,North India,6590
SIH-03024,Moradabad Metal Craft,Brass,Metal Engraving,Large,10.3,1310,80,120,High,Standard,North India,5030
SIH-03025,Pipili Applique,Cotton,Applique,Medium,11.4,230,50,45,Medium,High,East India,2640
SIH-03026,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,21.1,1530,215,155,High,High,Central India,7210
SIH-03027,Madhubani,Paper,Hand Painting,Small,17.8,140,85,80,Low,Light,East India,4540
SIH-03028,Pashmina,Pashmina Wool,Hand Embroidery,Standard,86.7,6100,525,565,Medium,Standard,North India,35130
SIH-03029,Channapatna,Wood,Lac Turning,Medium,2.9,110,20,20,Low,Standard,South India,810
SIH-03030,Dhokra,Brass,Lost Wax Casting,Large,25.0,2330,250,485,High,Light,Central India,10000
SIH-03031,Phulkari,Cotton,Hand Embroidery,Standard,34.3,840,145,180,High,Moderate,North India,11570
SIH-03032,Phulkari,Cotton,Hand Embroidery,Standard,38.9,660,90,110,High,Moderate,North India,8880
SIH-03033,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,8.7,1200,90,115,Low,Light,Central India,4170
SIH-03034,Moradabad Metal Craft,Brass,Metal Engraving,Medium,8.3,920,70,75,Medium,Moderate,North India,3440
SIH-03035,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Medium,59.3,990,385,395,High,Moderate,North India,13420
SIH-03036,Banarasi,Silk,Handloom Weaving,Standard,122.1,3390,710,1005,Medium,Light,North India,43470
SIH-03037,Blue Pottery,Ceramic,Glazing,Small,2.8,290,40,60,Low,Standard,West India,1110
SIH-03038,Thanjavur Painting,Wood,Gold Leaf Work,Small,46.0,2290,295,530,Medium,Standard,South India,17160
SIH-03039,Madhubani,Paper,Hand Painting,Small,17.3,140,70,75,Low,High,East India,3620
SIH-03040,Pashmina,Pashmina Wool,Hand Embroidery,Standard,60.5,4960,455,375,Medium,Standard,North India,25820
SIH-03041,Thanjavur Painting,Wood,Gold Leaf Work,Large,51.1,3680,430,625,High,Standard,South India,25810
SIH-03042,Pashmina,Pashmina Wool,Hand Embroidery,Standard,34.0,4070,215,360,Medium,Standard,North India,17070
SIH-03043,Kutch Embroidery,Cotton,Hand Embroidery,Large,32.7,810,145,195,High,Moderate,West India,7340
SIH-03044,Thanjavur Painting,Wood,Gold Leaf Work,Large,41.5,5350,380,800,High,Standard,South India,26300
SIH-03045,Madhubani,Paper,Hand Painting,Medium,20.8,280,95,125,Medium,Moderate,East India,5110
SIH-03046,Banarasi,Silk,Handloom Weaving,Standard,145.8,6840,380,605,High,Light,North India,42250
SIH-03047,Kalamkari,Cotton,Block Printing,Large,23.3,900,90,120,High,Light,South India,5730
SIH-03048,Pashmina,Pashmina Wool,Hand Embroidery,Standard,77.4,4990,350,455,Medium,Light,North India,26000
SIH-03049,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,9.2,1860,85,230,Medium,Light,Central India,5480
SIH-03050,Pipili Applique,Cotton,Applique,Large,17.8,470,60,60,Medium,Standard,East India,3680
SIH-03051,Pashmina,Pashmina Wool,Hand Embroidery,Standard,74.5,5890,290,380,Medium,Standard,North India,31010
SIH-03052,Pashmina,Pashmina Wool,Hand Embroidery,Standard,105.4,5090,250,705,High,Moderate,North India,36600
SIH-03053,Phulkari,Cotton,Hand Embroidery,Standard,50.2,580,215,190,Medium,Standard,North India,10480
SIH-03054,Pashmina,Pashmina Wool,Hand Embroidery,Standard,75.4,6220,190,265,Medium,Standard,North India,27690
SIH-03055,Blue Pottery,Ceramic,Glazing,Medium,3.0,230,20,50,Low,Standard,West India,890
SIH-03056,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,34.4,2350,355,625,High,Light,Central India,13570
SIH-03057,Sikki Craft,Sikki Grass,Hand Weaving,Small,2.4,100,15,20,Low,Standard,East India,470
SIH-03058,Pashmina,Pashmina Wool,Hand Embroidery,Standard,70.4,3390,225,285,Medium,Light,North India,26970
SIH-03059,Madhubani,Paper,Hand Painting,Small,1.9,210,15,20,Low,Light,East India,750
SIH-03060,Kutch Embroidery,Cotton,Hand Embroidery,Medium,26.0,470,75,145,High,High,West India,5220
SIH-03061,Banarasi,Silk,Handloom Weaving,Standard,52.3,4790,305,285,Medium,Standard,North India,19730
SIH-03062,Phulkari,Cotton,Hand Embroidery,Standard,31.1,340,160,215,Medium,Standard,North India,8550
SIH-03063,Thanjavur Painting,Wood,Gold Leaf Work,Small,33.7,1310,265,375,Medium,High,South India,16170
SIH-03064,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,18.0,1380,150,210,Medium,Standard,Central India,8100
SIH-03065,Kutch Embroidery,Cotton,Hand Embroidery,Medium,33.9,360,100,170,High,Moderate,West India,8630
SIH-03066,Kondapalli Toys,Soft Wood,Hand Painting,Medium,3.1,290,15,30,Low,Standard,South India,930
SIH-03067,Moradabad Metal Craft,Brass,Metal Engraving,Large,26.2,2640,165,330,High,Standard,North India,10350
SIH-03068,Kalamkari,Cotton,Block Printing,Small,9.8,430,45,70,Low,Light,South India,2530
SIH-03069,Channapatna,Wood,Lac Turning,Large,7.1,370,45,65,Medium,Standard,South India,2040
SIH-03070,Madhubani,Paper,Hand Painting,Small,11.6,130,25,25,Low,Standard,East India,1990
SIH-03071,Kutch Embroidery,Cotton,Hand Embroidery,Large,32.5,660,110,130,High,High,West India,8070
SIH-03072,Kalamkari,Cotton,Block Printing,Small,2.8,310,15,25,Low,Standard,South India,950
SIH-03073,Banarasi,Silk,Handloom Weaving,Standard,40.3,4200,145,365,Medium,Standard,North India,15920
SIH-03074,Thanjavur Painting,Wood,Gold Leaf Work,Medium,25.9,2500,270,470,High,Light,South India,16700
SIH-03075,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,32.0,2660,250,575,High,Standard,Central India,13450
SIH-03076,Thanjavur Painting,Wood,Gold Leaf Work,Small,17.7,1670,245,330,Medium,High,South India,11610
SIH-03077,Sikki Craft,Sikki Grass,Hand Weaving,Small,1.6,100,15,20,Low,Light,East India,380
SIH-03078,Kalamkari,Cotton,Block Printing,Large,6.6,640,40,40,Medium,Standard,South India,2090
SIH-03079,Banarasi,Silk,Handloom Weaving,Standard,67.1,3030,225,270,Medium,Standard,North India,19650
SIH-03080,Kalamkari,Cotton,Block Printing,Small,2.0,350,20,20,Low,Light,South India,1010
SIH-03081,Pipili Applique,Cotton,Applique,Large,28.6,280,75,155,High,High,East India,5890
SIH-03082,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,32.5,1150,255,210,High,Standard,North India,9520
SIH-03083,Banarasi,Silk,Handloom Weaving,Standard,101.1,6310,270,435,High,Standard,North India,33630
SIH-03084,Thanjavur Painting,Wood,Gold Leaf Work,Medium,54.7,2400,345,610,High,Standard,South India,23430
SIH-03085,Thanjavur Painting,Wood,Gold Leaf Work,Large,60.5,4280,440,785,High,Standard,South India,26630
SIH-03086,Dhokra,Brass,Lost Wax Casting,Small,8.0,740,85,65,Low,Standard,Central India,2490
SIH-03087,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,38.8,570,245,295,Medium,High,North India,13730
SIH-03088,Moradabad Metal Craft,Brass,Metal Engraving,Large,24.2,1840,205,285,High,Light,North India,9850
SIH-03089,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,37.9,1550,225,185,High,Moderate,North India,10590
SIH-03090,Dhokra,Brass,Lost Wax Casting,Medium,8.4,2110,85,190,Medium,Standard,Central India,5670
SIH-03091,Blue Pottery,Ceramic,Glazing,Small,1.3,200,15,20,Low,Standard,West India,530
SIH-03092,Blue Pottery,Ceramic,Glazing,Small,2.6,190,15,30,Low,High,West India,830
SIH-03093,Channapatna,Wood,Lac Turning,Large,7.0,250,50,40,Medium,Moderate,South India,1850
SIH-03094,Madhubani,Paper,Hand Painting,Large,38.3,180,185,190,Medium,Standard,East India,9220
SIH-03095,Kalamkari,Cotton,Block Printing,Small,7.0,270,20,45,Low,Standard,South India,1670
SIH-03096,Pashmina,Pashmina Wool,Hand Embroidery,Standard,83.3,5970,445,540,High,Light,North India,30630
SIH-03097,Sandalwood Carving,Sandalwood,Wood Carving,Large,44.2,5620,345,320,High,Moderate,South India,18230
SIH-03098,Thanjavur Painting,Wood,Gold Leaf Work,Large,41.3,3870,365,325,High,Standard,South India,20690
SIH-03099,Phulkari,Cotton,Hand Embroidery,Standard,18.5,590,105,135,Medium,Standard,North India,5150
SIH-03100,Phulkari,Cotton,Hand Embroidery,Standard,52.3,890,215,380,Medium,Moderate,North India,14520
SIH-03101,Kalamkari,Cotton,Block Printing,Medium,13.3,730,75,120,Low,Standard,South India,3980
SIH-03102,Thanjavur Painting,Wood,Gold Leaf Work,Small,20.6,1770,110,235,Medium,Standard,South India,10010
SIH-03103,Pipili Applique,Cotton,Applique,Large,5.5,580,25,35,High,Light,East India,1810
SIH-03104,Blue Pottery,Ceramic,Glazing,Large,6.2,470,60,85,Medium,Standard,West India,1780
SIH-03105,Dhokra,Brass,Lost Wax Casting,Large,18.6,2010,245,380,High,Moderate,Central India,9130
SIH-03106,Dhokra,Brass,Lost Wax Casting,Medium,35.2,1340,180,415,High,High,Central India,10770
SIH-03107,Terracotta,Clay,Hand Moulding,Large,7.5,340,75,75,Medium,Light,East India,2000
SIH-03108,Dhokra,Brass,Lost Wax Casting,Medium,6.1,1380,120,125,Medium,Standard,Central India,3920
SIH-03109,Banarasi,Silk,Handloom Weaving,Standard,81.8,5370,515,690,Medium,Standard,North India,31120
SIH-03110,Madhubani,Paper,Hand Painting,Medium,15.1,220,40,45,Medium,Light,East India,2970
SIH-03111,Blue Pottery,Ceramic,Glazing,Medium,5.0,240,40,55,Low,Standard,West India,1100
SIH-03112,Blue Pottery,Ceramic,Glazing,Small,3.0,250,35,30,Low,Light,West India,1050
SIH-03113,Kutch Embroidery,Cotton,Hand Embroidery,Small,24.5,190,85,100,Medium,Light,West India,5170
SIH-03114,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,42.4,1560,460,315,High,Light,Central India,14630
SIH-03115,Kondapalli Toys,Soft Wood,Hand Painting,Large,6.0,290,30,55,Medium,Standard,South India,1530
SIH-03116,Kondapalli Toys,Soft Wood,Hand Painting,Medium,4.3,150,25,20,Low,Standard,South India,900
SIH-03117,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,44.4,2750,300,545,High,Moderate,North India,15730
SIH-03118,Blue Pottery,Ceramic,Glazing,Medium,2.9,240,20,40,Low,Standard,West India,920
SIH-03119,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,13.1,1000,75,160,Low,Light,Central India,4190
SIH-03120,Kutch Embroidery,Cotton,Hand Embroidery,Small,12.2,350,60,80,Low,Standard,West India,2980
SIH-03121,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Medium,49.1,2060,215,460,High,Light,North India,14540
SIH-03122,Dhokra,Brass,Lost Wax Casting,Large,22.7,1410,220,170,High,Moderate,Central India,7180
SIH-03123,Banarasi,Silk,Handloom Weaving,Standard,86.8,3760,440,710,High,Standard,North India,30960
SIH-03124,Pipili Applique,Cotton,Applique,Large,11.6,240,40,35,High,Standard,East India,2170
SIH-03125,Moradabad Metal Craft,Brass,Metal Engraving,Medium,11.8,1340,100,145,Medium,Moderate,North India,4960
SIH-03126,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,27.6,1420,185,135,High,Standard,North India,8190
SIH-03127,Phulkari,Cotton,Hand Embroidery,Standard,50.0,820,145,150,Medium,Moderate,North India,12750
SIH-03128,Thanjavur Painting,Wood,Gold Leaf Work,Small,39.2,2000,320,435,Medium,Moderate,South India,19480
SIH-03129,Blue Pottery,Ceramic,Glazing,Large,4.8,280,25,35,Medium,Light,West India,1400
SIH-03130,Kondapalli Toys,Soft Wood,Hand Painting,Small,1.0,190,15,20,Low,Light,South India,450
SIH-03131,Sandalwood Carving,Sandalwood,Wood Carving,Small,50.8,1990,395,620,Medium,Moderate,South India,18320
SIH-03132,Channapatna,Wood,Lac Turning,Small,3.7,120,15,20,Low,Standard,South India,900
SIH-03133,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Medium,36.7,1360,145,210,Medium,Standard,North India,10560
SIH-03134,Pashmina,Pashmina Wool,Hand Embroidery,Standard,88.3,5120,235,470,Medium,Standard,North India,26860
SIH-03135,Blue Pottery,Ceramic,Glazing,Large,4.6,340,40,40,Medium,Standard,West India,1430
SIH-03136,Phulkari,Cotton,Hand Embroidery,Standard,23.2,490,100,65,Medium,Light,North India,4600
SIH-03137,Kutch Embroidery,Cotton,Hand Embroidery,Large,41.1,580,90,225,High,Light,West India,8120
SIH-03138,Sikki Craft,Sikki Grass,Hand Weaving,Medium,4.5,130,25,20,Low,Standard,East India,830
SIH-03139,Pashmina,Pashmina Wool,Hand Embroidery,Standard,50.9,5120,220,340,High,Light,North India,23790
SIH-03140,Banarasi,Silk,Handloom Weaving,Standard,161.4,5250,635,665,High,Standard,North India,44830
SIH-03141,Pipili Applique,Cotton,Applique,Small,7.4,220,30,25,Low,Standard,East India,1360
SIH-03142,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,21.5,1440,255,330,Medium,Light,Central India,9290
SIH-03143,Phulkari,Cotton,Hand Embroidery,Standard,26.0,460,80,180,Medium,Moderate,North India,7000
SIH-03144,Moradabad Metal Craft,Brass,Metal Engraving,Large,24.1,1850,200,415,High,Standard,North India,9310
SIH-03145,Pashmina,Pashmina Wool,Hand Embroidery,Standard,96.4,5070,440,815,High,Moderate,North India,39380
SIH-03146,Banarasi,Silk,Handloom Weaving,Standard,136.5,6990,775,830,High,High,North India,56240
SIH-03147,Channapatna,Wood,Lac Turning,Medium,4.5,250,25,30,Low,Standard,South India,1120
SIH-03148,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,21.0,930,145,260,Low,Standard,North India,7800
SIH-03149,Channapatna,Wood,Lac Turning,Medium,2.6,100,15,20,Low,Standard,South India,560
SIH-03150,Pipili Applique,Cotton,Applique,Small,9.3,320,35,30,Low,Standard,East India,1900
SIH-03151,Moradabad Metal Craft,Brass,Metal Engraving,Small,5.4,970,100,120,Low,Light,North India,3030
SIH-03152,Blue Pottery,Ceramic,Glazing,Medium,2.7,230,20,30,Low,Standard,West India,830
SIH-03153,Blue Pottery,Ceramic,Glazing,Small,1.7,180,20,35,Low,Standard,West India,630
SIH-03154,Moradabad Metal Craft,Brass,Metal Engraving,Large,17.4,1870,210,275,High,Standard,North India,6080
SIH-03155,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,3.6,1390,75,125,Low,Standard,Central India,3700
SIH-03156,Sandalwood Carving,Sandalwood,Wood Carving,Medium,33.8,3280,285,260,High,High,South India,13940
SIH-03157,Kondapalli Toys,Soft Wood,Hand Painting,Large,4.8,340,35,35,High,Standard,South India,1380
SIH-03158,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,22.2,970,235,275,Low,Light,North India,8730
SIH-03159,Moradabad Metal Craft,Brass,Metal Engraving,Large,20.3,1410,160,340,High,Light,North India,7420
SIH-03160,Kondapalli Toys,Soft Wood,Hand Painting,Medium,2.4,190,25,25,Low,Standard,South India,840
SIH-03161,Blue Pottery,Ceramic,Glazing,Small,1.0,130,15,20,Low,Light,West India,370
SIH-03162,Moradabad Metal Craft,Brass,Metal Engraving,Small,7.0,800,95,150,Low,Light,North India,3160
SIH-03163,Kondapalli Toys,Soft Wood,Hand Painting,Large,7.2,380,65,75,High,Standard,South India,2460
SIH-03164,Sikki Craft,Sikki Grass,Hand Weaving,Small,4.4,120,15,30,Low,Standard,East India,960
SIH-03165,Channapatna,Wood,Lac Turning,Large,6.3,270,30,30,Medium,Standard,South India,1270
SIH-03166,Thanjavur Painting,Wood,Gold Leaf Work,Small,57.9,1710,470,480,Medium,Moderate,South India,27400
SIH-03167,Channapatna,Wood,Lac Turning,Large,5.9,260,35,60,Medium,Standard,South India,1410
SIH-03168,Dhokra,Brass,Lost Wax Casting,Medium,20.5,1120,210,205,Medium,Moderate,Central India,7170
SIH-03169,Thanjavur Painting,Wood,Gold Leaf Work,Medium,36.7,3470,455,525,High,Moderate,South India,19080
SIH-03170,Phulkari,Cotton,Hand Embroidery,Standard,17.0,430,85,140,Medium,Standard,North India,4590
SIH-03171,Channapatna,Wood,Lac Turning,Large,4.7,280,30,40,Medium,Standard,South India,1180
SIH-03172,Dhokra,Brass,Lost Wax Casting,Large,25.0,1060,195,235,High,Standard,Central India,7660
SIH-03173,Kalamkari,Cotton,Block Printing,Medium,3.8,490,15,20,Low,Light,South India,1560
SIH-03174,Pashmina,Pashmina Wool,Hand Embroidery,Standard,53.9,5670,200,275,High,Moderate,North India,24860
SIH-03175,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,15.9,1010,130,150,Low,Moderate,North India,5920
SIH-03176,Kutch Embroidery,Cotton,Hand Embroidery,Medium,33.0,440,145,160,Medium,Standard,West India,7400
SIH-03177,Madhubani,Paper,Hand Painting,Large,28.6,330,125,160,High,Moderate,East India,6540
SIH-03178,Blue Pottery,Ceramic,Glazing,Medium,3.1,310,25,45,Low,Standard,West India,940
SIH-03179,Pipili Applique,Cotton,Applique,Large,6.1,600,30,25,Medium,Standard,East India,1730
SIH-03180,Blue Pottery,Ceramic,Glazing,Medium,5.4,260,60,75,Low,Light,West India,1670
SIH-03181,Blue Pottery,Ceramic,Glazing,Medium,5.4,200,25,30,Medium,High,West India,1210
SIH-03182,Banarasi,Silk,Handloom Weaving,Standard,104.6,5650,635,385,High,Standard,North India,39420
SIH-03183,Kalamkari,Cotton,Block Printing,Large,13.3,460,40,55,Medium,Standard,South India,3640
SIH-03184,Madhubani,Paper,Hand Painting,Medium,12.7,220,30,60,Medium,High,East India,3480
SIH-03185,Channapatna,Wood,Lac Turning,Medium,5.7,180,25,40,Low,Standard,South India,1060
SIH-03186,Banarasi,Silk,Handloom Weaving,Standard,101.3,2940,305,370,Medium,Standard,North India,31540
SIH-03187,Blue Pottery,Ceramic,Glazing,Medium,3.5,250,40,45,Low,Standard,West India,1180
SIH-03188,Dhokra,Brass,Lost Wax Casting,Medium,10.5,1710,145,170,Medium,Standard,Central India,6210
SIH-03189,Channapatna,Wood,Lac Turning,Large,6.5,180,25,35,Medium,Standard,South India,1700
SIH-03190,Thanjavur Painting,Wood,Gold Leaf Work,Medium,48.7,2610,440,390,High,Moderate,South India,24740
SIH-03191,Kondapalli Toys,Soft Wood,Hand Painting,Large,6.9,490,55,65,Medium,Light,South India,1960
SIH-03192,Terracotta,Clay,Hand Moulding,Large,2.7,260,30,30,Low,Standard,East India,790
SIH-03193,Sikki Craft,Sikki Grass,Hand Weaving,Large,5.3,230,30,45,High,Light,East India,1260
SIH-03194,Blue Pottery,Ceramic,Glazing,Small,2.5,150,15,35,Low,Moderate,West India,700
SIH-03195,Moradabad Metal Craft,Brass,Metal Engraving,Small,6.1,820,45,70,Low,Standard,North India,2920
SIH-03196,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,54.2,3040,355,405,High,Moderate,Central India,14920
SIH-03197,Pashmina,Pashmina Wool,Hand Embroidery,Standard,59.7,4850,250,300,Medium,Standard,North India,24900
SIH-03198,Kutch Embroidery,Cotton,Hand Embroidery,Medium,10.8,430,20,45,Medium,Standard,West India,2510
SIH-03199,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Medium,19.7,1230,185,165,Medium,Light,North India,7450
SIH-03200,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,52.3,1660,210,530,High,Standard,North India,14050
SIH-03201,Sikki Craft,Sikki Grass,Hand Weaving,Medium,8.4,130,35,55,Medium,Standard,East India,1870
SIH-03202,Blue Pottery,Ceramic,Glazing,Large,6.7,410,75,70,Medium,Moderate,West India,2070
SIH-03203,Thanjavur Painting,Wood,Gold Leaf Work,Large,63.0,4610,390,770,High,Moderate,South India,27640
SIH-03204,Phulkari,Cotton,Hand Embroidery,Standard,34.7,800,155,115,Medium,Light,North India,7850
SIH-03205,Moradabad Metal Craft,Brass,Metal Engraving,Large,9.9,1930,200,160,High,Light,North India,5890
SIH-03206,Phulkari,Cotton,Hand Embroidery,Standard,22.1,770,75,135,Medium,Standard,North India,4870
SIH-03207,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,23.7,1930,140,430,Medium,Standard,Central India,9700
SIH-03208,Channapatna,Wood,Lac Turning,Small,3.6,160,35,20,Low,Standard,South India,970
SIH-03209,Pipili Applique,Cotton,Applique,Small,6.6,230,20,30,Low,Light,East India,1600
SIH-03210,Terracotta,Clay,Hand Moulding,Medium,1.7,140,20,25,Low,Moderate,East India,510
SIH-03211,Sandalwood Carving,Sandalwood,Wood Carving,Medium,23.4,1480,185,250,Medium,Light,South India,7950
SIH-03212,Sandalwood Carving,Sandalwood,Wood Carving,Small,25.2,2450,115,195,Medium,Light,South India,9940
SIH-03213,Kondapalli Toys,Soft Wood,Hand Painting,Small,4.5,170,30,25,Low,Light,South India,1190
SIH-03214,Terracotta,Clay,Hand Moulding,Large,3.3,260,25,35,Medium,Standard,East India,780
SIH-03215,Phulkari,Cotton,Hand Embroidery,Standard,31.5,320,145,145,Medium,Standard,North India,7040
SIH-03216,Sikki Craft,Sikki Grass,Hand Weaving,Large,7.6,170,30,70,High,Standard,East India,1820
SIH-03217,Blue Pottery,Ceramic,Glazing,Medium,2.0,280,15,40,Low,Standard,West India,780
SIH-03218,Madhubani,Paper,Hand Painting,Large,69.8,350,155,390,High,Light,East India,16760
SIH-03219,Phulkari,Cotton,Hand Embroidery,Standard,34.8,510,150,180,Medium,Moderate,North India,10570
SIH-03220,Sandalwood Carving,Sandalwood,Wood Carving,Medium,81.6,2370,370,735,High,Moderate,South India,26800
SIH-03221,Kondapalli Toys,Soft Wood,Hand Painting,Small,4.5,230,35,25,Low,Standard,South India,1500
SIH-03222,Madhubani,Paper,Hand Painting,Medium,30.8,320,95,160,Medium,High,East India,6390
SIH-03223,Banarasi,Silk,Handloom Weaving,Standard,152.7,5310,535,830,High,High,North India,48730
SIH-03224,Kutch Embroidery,Cotton,Hand Embroidery,Small,12.1,210,60,45,Low,Standard,West India,3160
SIH-03225,Madhubani,Paper,Hand Painting,Medium,18.3,200,45,110,Medium,Light,East India,4840
SIH-03226,Blue Pottery,Ceramic,Glazing,Medium,3.7,360,50,35,Low,Moderate,West India,1230
SIH-03227,Dhokra,Brass,Lost Wax Casting,Small,9.6,1060,105,140,Low,Moderate,Central India,3880
SIH-03228,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Medium,21.8,1160,110,155,Medium,Standard,North India,7180
SIH-03229,Moradabad Metal Craft,Brass,Metal Engraving,Large,23.4,2020,135,305,High,Standard,North India,7660
SIH-03230,Kalamkari,Cotton,Block Printing,Small,7.6,260,30,55,Low,Standard,South India,2260
SIH-03231,Kutch Embroidery,Cotton,Hand Embroidery,Large,25.9,430,70,75,High,High,West India,5660
SIH-03232,Pashmina,Pashmina Wool,Hand Embroidery,Standard,84.5,5130,500,590,Medium,Standard,North India,30910
SIH-03233,Channapatna,Wood,Lac Turning,Medium,3.3,240,30,35,Low,Light,South India,1030
SIH-03234,Pipili Applique,Cotton,Applique,Small,7.2,250,15,35,Low,Light,East India,1260
SIH-03235,Blue Pottery,Ceramic,Glazing,Large,5.9,460,35,90,Medium,Standard,West India,1690
SIH-03236,Pipili Applique,Cotton,Applique,Small,7.1,150,15,35,Low,High,East India,1420
SIH-03237,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,60.2,2870,255,435,High,Moderate,North India,19190
SIH-03238,Thanjavur Painting,Wood,Gold Leaf Work,Small,36.7,2220,405,440,Medium,Standard,South India,19620
SIH-03239,Kondapalli Toys,Soft Wood,Hand Painting,Medium,6.2,340,30,55,Medium,Standard,South India,1680
SIH-03240,Sandalwood Carving,Sandalwood,Wood Carving,Large,26.7,3920,210,380,High,Moderate,South India,12540
SIH-03241,Banarasi,Silk,Handloom Weaving,Standard,148.7,4330,790,1185,High,Standard,North India,50430
SIH-03242,Sikki Craft,Sikki Grass,Hand Weaving,Small,4.2,100,20,40,Low,Light,East India,1110
SIH-03243,Moradabad Metal Craft,Brass,Metal Engraving,Large,13.8,1930,135,240,High,Standard,North India,7100
SIH-03244,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,27.0,1930,235,180,High,Moderate,Central India,7610
SIH-03245,Blue Pottery,Ceramic,Glazing,Medium,1.5,220,20,30,Low,Standard,West India,570
SIH-03246,Sikki Craft,Sikki Grass,Hand Weaving,Small,6.3,140,25,30,Low,High,East India,1140
SIH-03247,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,28.0,930,210,145,Low,Light,North India,8900
SIH-03248,Phulkari,Cotton,Hand Embroidery,Standard,38.6,530,140,130,Medium,Light,North India,7710
SIH-03249,Dhokra,Brass,Lost Wax Casting,Medium,24.8,1800,250,245,Medium,Moderate,Central India,9770
SIH-03250,Blue Pottery,Ceramic,Glazing,Medium,5.2,250,40,45,Low,Moderate,West India,1540
SIH-03251,Terracotta,Clay,Hand Moulding,Large,6.7,140,30,55,Medium,Standard,East India,1140
SIH-03252,Pipili Applique,Cotton,Applique,Small,4.7,190,15,25,Low,Standard,East India,1150
SIH-03253,Kutch Embroidery,Cotton,Hand Embroidery,Medium,30.1,570,95,135,High,Light,West India,6250
SIH-03254,Kutch Embroidery,Cotton,Hand Embroidery,Medium,20.5,410,50,125,Medium,Moderate,West India,4570
SIH-03255,Madhubani,Paper,Hand Painting,Medium,19.0,250,100,100,Medium,Light,East India,5130
SIH-03256,Moradabad Metal Craft,Brass,Metal Engraving,Large,26.0,2520,165,405,High,Standard,North India,8650
