record_id,product,category,subcategory,state,data_type,generation_method,calibration_source,generated_at,dataset_version,labor_hours,raw_material_cost,packaging_cost,transport_cost,complexity,customization,actual_selling_price,craft,material,technique,region,size,direct_cost,market_reference_price,market_price_min,market_price_max,market_comparable_count
SIH-01824,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,10.2,340,35,55,Medium,Light,2460,Pipili Applique,Cotton,Applique,East India,Medium,430,2125.0,730.0,4630.0,78.0
SIH-01825,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,60.7,3890,495,660,High,Light,21940,Sandalwood Carving,Sandalwood,Wood Carving,South India,Large,5045,19645.0,8760.0,29980.0,84.0
SIH-01826,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.0,190,15,20,Low,Standard,510,Kondapalli Toys,Soft Wood,Hand Painting,South India,Small,225,900.0,380.0,1720.0,97.0
SIH-01827,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,115.2,7040,410,950,High,Standard,50170,Banarasi,Silk,Handloom Weaving,North India,Standard,8400,33625.0,15130.0,63680.0,248.0
SIH-01828,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,18.5,750,100,60,High,Standard,4730,Pipili Applique,Cotton,Applique,East India,Large,910,3235.0,1180.0,6800.0,92.0
SIH-01829,Thanjavur Painting,Painting,Traditional Painting,Tamil Nadu,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,15.8,2270,230,280,Medium,Standard,9220,Thanjavur Painting,Wood,Gold Leaf Work,South India,Small,2780,15990.0,8220.0,29230.0,95.0
SIH-01830,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,28.4,300,85,135,High,Moderate,4400,Pipili Applique,Cotton,Applique,East India,Large,520,3235.0,1180.0,6800.0,92.0
SIH-01831,Pashmina Shawl,Textiles,Shawl,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,43.2,4830,365,345,Medium,Standard,20950,Pashmina,Pashmina Wool,Hand Embroidery,North India,Standard,5540,29645.0,12200.0,62560.0,256.0
SIH-01832,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,46.2,370,220,235,High,Moderate,14600,Phulkari,Cotton,Hand Embroidery,North India,Standard,825,8470.0,2560.0,14630.0,240.0
SIH-01833,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,13.9,1220,70,195,Low,High,4600,Moradabad Metal Craft,Brass,Metal Engraving,North India,Small,1485,3155.0,1250.0,6290.0,94.0
SIH-01834,Terracotta Decorative Pot,Home Decor,Pottery,West Bengal,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.4,160,25,50,Low,Standard,1120,Terracotta,Clay,Hand Moulding,East India,Medium,235,945.0,400.0,1830.0,86.0
SIH-01835,Sikki Grass Basket,Home Decor,Natural Fibre,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.5,100,15,20,Low,Moderate,370,Sikki Craft,Sikki Grass,Hand Weaving,East India,Small,135,785.0,310.0,1500.0,72.0
SIH-01836,Madhubani Painting,Painting,Folk Painting,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,20.0,210,70,85,Medium,Standard,4260,Madhubani,Paper,Hand Painting,East India,Large,365,8240.0,2690.0,19090.0,66.0
SIH-01837,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,17.5,420,90,115,High,Light,4790,Phulkari,Cotton,Hand Embroidery,North India,Standard,625,8485.0,2560.0,14630.0,240.0
SIH-01838,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,10.5,400,25,75,Medium,Moderate,2710,Pipili Applique,Cotton,Applique,East India,Medium,500,2125.0,730.0,4630.0,78.0
SIH-01839,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.4,330,60,60,Medium,Standard,1760,Blue Pottery,Ceramic,Glazing,West India,Large,450,1585.0,710.0,3370.0,250.0
SIH-01840,Kashmir Walnut Box,Home Decor,Wood Craft,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,28.0,1860,135,330,High,Standard,8090,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,North India,Large,2325,13840.0,4730.0,21830.0,74.0
SIH-01841,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.1,210,20,50,Low,Standard,970,Blue Pottery,Ceramic,Glazing,West India,Medium,280,990.0,430.0,1880.0,243.0
SIH-01842,Bastar Bell Metal Figure,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,14.2,1010,110,255,Low,Standard,5790,Bastar Dhokra,Bell Metal,Lost Wax Casting,Central India,Small,1375,4690.0,2570.0,9490.0,83.0
SIH-01843,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,39.8,1970,400,420,Medium,Standard,14860,Sandalwood Carving,Sandalwood,Wood Carving,South India,Medium,2790,15185.0,7370.0,29890.0,78.0
SIH-01844,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.6,370,55,65,Medium,Standard,1420,Blue Pottery,Ceramic,Glazing,West India,Large,490,1590.0,710.0,3370.0,250.0
SIH-01845,Bastar Bell Metal Figure,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,28.9,1660,200,370,Medium,Light,11940,Bastar Dhokra,Bell Metal,Lost Wax Casting,Central India,Medium,2230,8100.0,5480.0,15140.0,57.0
SIH-01846,Kutch Embroidery Bag,Fashion,Bags,Gujarat,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,31.0,310,120,155,Medium,Standard,7250,Kutch Embroidery,Cotton,Hand Embroidery,West India,Medium,585,6000.0,2510.0,8990.0,89.0
SIH-01847,Channapatna Wooden Toy,Toys,Wooden Toys,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.4,220,55,40,Low,Standard,1760,Channapatna,Wood,Lac Turning,South India,Large,315,1445.0,640.0,2560.0,84.0
SIH-01848,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.8,160,20,35,Low,Standard,670,Blue Pottery,Ceramic,Glazing,West India,Small,215,780.0,320.0,1310.0,265.0
SIH-01849,Kutch Embroidery Bag,Fashion,Bags,Gujarat,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,13.3,450,60,80,Low,Standard,3620,Kutch Embroidery,Cotton,Hand Embroidery,West India,Small,590,4300.0,1700.0,9000.0,72.0
SIH-01850,Kalamkari Wall Art,Painting,Textile Painting,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,15.4,500,80,60,Low,Standard,4120,Kalamkari,Cotton,Block Printing,South India,Medium,640,2635.0,1000.0,5860.0,84.0
SIH-01851,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,67.8,4770,345,370,High,Standard,24890,Banarasi,Silk,Handloom Weaving,North India,Standard,5485,33640.0,15130.0,63680.0,248.0
SIH-01852,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.7,190,30,30,Low,Moderate,710,Blue Pottery,Ceramic,Glazing,West India,Small,250,780.0,320.0,1310.0,265.0
SIH-01853,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,17.5,2150,215,195,Medium,Light,7750,Moradabad Metal Craft,Brass,Metal Engraving,North India,Medium,2560,5225.0,2060.0,9180.0,82.0
SIH-01854,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,16.3,990,120,135,Medium,High,4890,Dhokra,Brass,Lost Wax Casting,Central India,Small,1245,3940.0,1500.0,9610.0,96.0
SIH-01855,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.2,350,15,25,Medium,Moderate,1330,Kondapalli Toys,Soft Wood,Hand Painting,South India,Medium,390,1320.0,590.0,2720.0,77.0
SIH-01856,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,25.1,1210,130,200,Low,Standard,7260,Sandalwood Carving,Sandalwood,Wood Carving,South India,Small,1540,10240.0,4390.0,20120.0,81.0
SIH-01857,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.8,150,15,25,Low,Moderate,580,Blue Pottery,Ceramic,Glazing,West India,Small,190,780.0,320.0,1310.0,265.0
SIH-01858,Channapatna Wooden Toy,Toys,Wooden Toys,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.4,130,25,35,Low,Light,940,Channapatna,Wood,Lac Turning,South India,Small,190,785.0,350.0,1340.0,88.0
SIH-01859,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.6,190,25,50,Low,Standard,800,Blue Pottery,Ceramic,Glazing,West India,Medium,265,990.0,430.0,1880.0,243.0
SIH-01860,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.4,320,30,30,Low,Standard,1120,Blue Pottery,Ceramic,Glazing,West India,Medium,380,990.0,430.0,1880.0,243.0
SIH-01861,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,9.8,1300,120,160,Low,Light,4960,Moradabad Metal Craft,Brass,Metal Engraving,North India,Small,1580,3155.0,1250.0,6290.0,94.0
SIH-01862,Terracotta Decorative Pot,Home Decor,Pottery,West Bengal,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.2,160,15,20,Low,Standard,610,Terracotta,Clay,Hand Moulding,East India,Medium,195,955.0,400.0,1830.0,86.0
SIH-01863,Madhubani Painting,Painting,Folk Painting,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,36.6,430,115,110,High,Moderate,7320,Madhubani,Paper,Hand Painting,East India,Large,655,8240.0,2690.0,19090.0,66.0
SIH-01864,Channapatna Wooden Toy,Toys,Wooden Toys,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.7,90,15,20,Low,Light,520,Channapatna,Wood,Lac Turning,South India,Medium,125,930.0,400.0,1670.0,93.0
SIH-01865,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,70.2,5650,240,350,High,Moderate,31650,Banarasi,Silk,Handloom Weaving,North India,Standard,6240,33640.0,15130.0,63680.0,248.0
SIH-01866,Sikki Grass Basket,Home Decor,Natural Fibre,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.8,140,25,45,Medium,Light,1370,Sikki Craft,Sikki Grass,Hand Weaving,East India,Medium,210,1190.0,470.0,2940.0,89.0
SIH-01867,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,75.0,2650,620,500,High,Light,26670,Sandalwood Carving,Sandalwood,Wood Carving,South India,Large,3770,19645.0,8760.0,29980.0,84.0
SIH-01868,Bastar Bell Metal Figure,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,15.5,1670,230,260,Medium,Light,6430,Bastar Dhokra,Bell Metal,Lost Wax Casting,Central India,Medium,2160,8360.0,5480.0,15140.0,57.0
SIH-01869,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.6,230,15,20,Low,Light,600,Blue Pottery,Ceramic,Glazing,West India,Small,265,780.0,320.0,1310.0,265.0
SIH-01870,Pashmina Shawl,Textiles,Shawl,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,101.1,5010,465,785,Medium,Light,41540,Pashmina,Pashmina Wool,Hand Embroidery,North India,Standard,6260,29505.0,12200.0,62560.0,256.0
SIH-01871,Kashmir Walnut Box,Home Decor,Wood Craft,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,31.0,1840,325,320,High,Moderate,12790,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,North India,Large,2485,13840.0,4730.0,21830.0,74.0
SIH-01872,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.0,520,60,85,Medium,Light,1860,Blue Pottery,Ceramic,Glazing,West India,Large,665,1585.0,710.0,3370.0,250.0
SIH-01873,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.6,220,45,50,Low,Moderate,1120,Blue Pottery,Ceramic,Glazing,West India,Small,315,770.0,320.0,1310.0,265.0
SIH-01874,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,14.6,560,45,55,High,Moderate,3280,Pipili Applique,Cotton,Applique,East India,Large,660,3270.0,1180.0,6800.0,92.0
SIH-01875,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,34.4,3920,300,395,High,Moderate,17720,Sandalwood Carving,Sandalwood,Wood Carving,South India,Medium,4615,14920.0,7370.0,29890.0,78.0
SIH-01876,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.3,260,25,35,Medium,Standard,980,Kondapalli Toys,Soft Wood,Hand Painting,South India,Large,320,1920.0,1040.0,2780.0,80.0
SIH-01877,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.6,610,65,85,Medium,Standard,1940,Blue Pottery,Ceramic,Glazing,West India,Large,760,1585.0,710.0,3370.0,250.0
SIH-01878,Kashmir Walnut Box,Home Decor,Wood Craft,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,40.5,1280,270,430,High,Standard,12320,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,North India,Medium,1980,10635.0,3610.0,21300.0,74.0
SIH-01879,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.6,180,15,20,Low,Moderate,650,Kondapalli Toys,Soft Wood,Hand Painting,South India,Small,215,900.0,380.0,1720.0,97.0
SIH-01880,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.9,400,40,55,Medium,Standard,1750,Blue Pottery,Ceramic,Glazing,West India,Large,495,1585.0,710.0,3370.0,250.0
SIH-01881,Pashmina Shawl,Textiles,Shawl,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,70.7,5120,460,645,Medium,Standard,31780,Pashmina,Pashmina Wool,Hand Embroidery,North India,Standard,6225,29505.0,12200.0,62560.0,256.0
SIH-01882,Kashmir Walnut Box,Home Decor,Wood Craft,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,26.8,850,130,250,Medium,Light,7990,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,North India,Medium,1230,10730.0,3610.0,21300.0,74.0
SIH-01883,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,28.1,440,130,110,High,Moderate,6800,Pipili Applique,Cotton,Applique,East India,Large,680,3235.0,1180.0,6490.0,92.0
SIH-01884,Kalamkari Wall Art,Painting,Textile Painting,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.4,300,25,35,Low,High,1710,Kalamkari,Cotton,Block Printing,South India,Small,360,1770.0,840.0,3760.0,79.0
SIH-01885,Madhubani Painting,Painting,Folk Painting,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,13.5,120,40,45,Low,Light,2320,Madhubani,Paper,Hand Painting,East India,Small,205,3070.0,700.0,6380.0,82.0
SIH-01886,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.0,150,20,30,Low,Standard,820,Kondapalli Toys,Soft Wood,Hand Painting,South India,Small,200,900.0,380.0,1720.0,97.0
SIH-01887,Pashmina Shawl,Textiles,Shawl,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,59.8,6300,325,560,Medium,Standard,24330,Pashmina,Pashmina Wool,Hand Embroidery,North India,Standard,7185,29645.0,12200.0,62560.0,256.0
SIH-01888,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.6,280,40,40,Low,Moderate,1060,Blue Pottery,Ceramic,Glazing,West India,Small,360,770.0,320.0,1310.0,265.0
SIH-01889,Channapatna Wooden Toy,Toys,Wooden Toys,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.0,120,15,20,Low,Standard,470,Channapatna,Wood,Lac Turning,South India,Small,155,795.0,350.0,1340.0,88.0
SIH-01890,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.7,210,20,40,Low,Standard,990,Kondapalli Toys,Soft Wood,Hand Painting,South India,Small,270,890.0,380.0,1720.0,97.0
SIH-01891,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,56.4,6220,365,450,Medium,Standard,30390,Banarasi,Silk,Handloom Weaving,North India,Standard,7035,33640.0,15130.0,63680.0,248.0
SIH-01892,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.9,160,15,20,Low,Standard,960,Pipili Applique,Cotton,Applique,East India,Small,195,1265.0,560.0,2420.0,86.0
SIH-01893,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.8,300,60,40,Low,Moderate,1490,Blue Pottery,Ceramic,Glazing,West India,Medium,400,990.0,430.0,1880.0,243.0
SIH-01894,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.0,150,25,30,Low,Standard,680,Blue Pottery,Ceramic,Glazing,West India,Small,205,780.0,320.0,1310.0,265.0
SIH-01895,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.5,130,20,50,Low,Light,870,Blue Pottery,Ceramic,Glazing,West India,Small,200,770.0,320.0,1310.0,265.0
SIH-01896,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,7.1,280,50,50,Medium,Light,1920,Blue Pottery,Ceramic,Glazing,West India,Large,380,1585.0,710.0,3370.0,250.0
SIH-01897,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,28.5,2520,330,240,High,Moderate,10550,Dhokra,Brass,Lost Wax Casting,Central India,Large,3090,9120.0,5170.0,11920.0,77.0
SIH-01898,Thanjavur Painting,Painting,Traditional Painting,Tamil Nadu,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,31.0,4060,385,440,High,Standard,21920,Thanjavur Painting,Wood,Gold Leaf Work,South India,Large,4885,25860.0,15050.0,29950.0,89.0
SIH-01899,Bastar Bell Metal Figure,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.9,630,95,125,Low,Moderate,2820,Bastar Dhokra,Bell Metal,Lost Wax Casting,Central India,Small,850,4790.0,2570.0,9490.0,83.0
SIH-01900,Thanjavur Painting,Painting,Traditional Painting,Tamil Nadu,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,32.7,5380,465,680,High,Moderate,22840,Thanjavur Painting,Wood,Gold Leaf Work,South India,Large,6525,25860.0,15050.0,29950.0,89.0
SIH-01901,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,86.2,3550,290,295,Medium,Standard,27520,Banarasi,Silk,Handloom Weaving,North India,Standard,4135,33640.0,15130.0,63680.0,248.0
SIH-01902,Pashmina Shawl,Textiles,Shawl,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,78.6,4700,280,350,Medium,Standard,30210,Pashmina,Pashmina Wool,Hand Embroidery,North India,Standard,5330,29505.0,12200.0,62560.0,256.0
SIH-01903,Channapatna Wooden Toy,Toys,Wooden Toys,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.3,120,20,35,Low,Light,1050,Channapatna,Wood,Lac Turning,South India,Small,175,785.0,350.0,1340.0,88.0
SIH-01904,Pashmina Shawl,Textiles,Shawl,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,149.5,5070,495,915,High,High,60380,Pashmina,Pashmina Wool,Hand Embroidery,North India,Standard,6480,29505.0,12200.0,62560.0,256.0
SIH-01905,Terracotta Decorative Pot,Home Decor,Pottery,West Bengal,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,8.0,170,55,40,Medium,Standard,1540,Terracotta,Clay,Hand Moulding,East India,Large,265,1550.0,480.0,2810.0,77.0
SIH-01906,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,49.3,1830,270,335,Medium,Standard,13050,Sandalwood Carving,Sandalwood,Wood Carving,South India,Medium,2435,15185.0,7370.0,29890.0,78.0
